path_length generated_states visited_states solve_time_ms heuristic_type
26 553 343 8.805 linearConflict
22 299 179 8.161 linearConflict
22 236 142 7.76 linearConflict
26 299 183 7.29 linearConflict
26 601 371 9.57 linearConflict
18 328 201 7.83 linearConflict
20 439 270 8.791 linearConflict
24 294 175 7.482 linearConflict
22 506 311 10.295 linearConflict
24 519 313 10.005 linearConflict
26 1591 984 13.864 linearConflict
20 374 223 7.661 linearConflict
28 1239 777 12.148 linearConflict
24 405 249 8.941 linearConflict
22 239 143 6.857 linearConflict
26 631 397 8.842 linearConflict
22 453 277 7.858 linearConflict
24 595 370 8.599 linearConflict
24 355 219 7.752 linearConflict
14 44 25 7.14 linearConflict
18 92 51 6.613 linearConflict
24 773 481 9.502 linearConflict
18 188 110 6.76 linearConflict
16 113 67 7.368 linearConflict
16 175 103 7.119 linearConflict
18 233 133 6.982 linearConflict
22 391 236 7.552 linearConflict
26 412 250 9.111 linearConflict
22 424 263 8.797 linearConflict
22 554 345 9.095 linearConflict
20 123 75 6.989 linearConflict
18 146 85 6.525 linearConflict
28 1141 705 10.744 linearConflict
24 226 139 7.652 linearConflict
28 649 409 9.482 linearConflict
24 629 388 8.568 linearConflict
28 616 382 8.849 linearConflict
20 353 217 8.098 linearConflict
24 214 130 7.041 linearConflict
22 80 48 7.485 linearConflict
22 307 186 8.296 linearConflict
12 64 35 6.781 linearConflict
28 917 567 9.958 linearConflict
24 492 305 9.135 linearConflict
22 362 212 7.97 linearConflict
24 363 214 7.652 linearConflict
20 129 77 7.171 linearConflict
28 997 639 10.389 linearConflict
24 253 148 8.16 linearConflict
18 125 70 8.292 linearConflict
24 1121 692 11.386 linearConflict
26 965 602 13.348 linearConflict
14 92 51 6.997 linearConflict
26 514 311 8.632 linearConflict
18 416 256 8.073 linearConflict
24 428 259 8.411 linearConflict
20 133 81 6.786 linearConflict
30 1144 702 10.964 linearConflict
20 286 167 7.864 linearConflict
24 420 255 7.795 linearConflict
24 758 465 9.308 linearConflict
18 69 40 6.832 linearConflict
22 487 299 8.423 linearConflict
22 238 148 7.501 linearConflict
26 762 465 9.321 linearConflict
28 997 628 11.088 linearConflict
24 461 284 8.117 linearConflict
28 704 433 8.83 linearConflict
24 668 403 12.244 linearConflict
18 196 117 7.734 linearConflict
24 368 228 8.221 linearConflict
20 178 104 10.031 linearConflict
12 25 14 7.037 linearConflict
24 646 400 10.055 linearConflict
18 130 73 8.851 linearConflict
22 281 172 11.43 linearConflict
22 657 396 11.981 linearConflict
28 1092 680 13.774 linearConflict
14 35 19 9.378 linearConflict
30 965 602 12.805 linearConflict
22 363 219 10.68 linearConflict
24 600 363 13.01 linearConflict
18 191 112 9.627 linearConflict
26 499 304 10.384 linearConflict
22 263 153 8.873 linearConflict
22 386 236 9.436 linearConflict
18 45 26 7.454 linearConflict
28 909 563 12.69 linearConflict
20 201 119 8.721 linearConflict
24 236 145 10.005 linearConflict
24 447 273 11.073 linearConflict
20 128 76 8.948 linearConflict
14 38 22 8.194 linearConflict
22 410 248 9.292 linearConflict
22 404 252 9.568 linearConflict
20 91 55 8.269 linearConflict
26 854 543 11.552 linearConflict
16 176 100 11.438 linearConflict
22 333 207 9.012 linearConflict
24 644 399 16.908 linearConflict
24 711 445 10.73 linearConflict
24 274 170 8.361 linearConflict
20 259 158 8.68 linearConflict
22 257 153 9.617 linearConflict
20 200 122 8.531 linearConflict
26 674 400 11.291 linearConflict
26 917 570 10.786 linearConflict
24 908 564 11.151 linearConflict
24 640 382 9.094 linearConflict
24 332 204 8.175 linearConflict
26 609 375 9.168 linearConflict
18 286 173 8.442 linearConflict
24 208 128 8.752 linearConflict
28 942 594 12.115 linearConflict
26 742 457 10.717 linearConflict
16 156 90 9.68 linearConflict
22 327 194 10.451 linearConflict
28 949 603 13.741 linearConflict
24 141 83 8.898 linearConflict
30 1006 628 13.295 linearConflict
22 639 393 10.347 linearConflict
22 422 259 10.378 linearConflict
18 153 88 8.55 linearConflict
22 263 162 9.174 linearConflict
26 1040 644 13.07 linearConflict
28 988 619 13.298 linearConflict
28 364 227 10.46 linearConflict
22 128 78 8.537 linearConflict
16 195 115 9.445 linearConflict
24 306 185 9.628 linearConflict
14 49 28 8.325 linearConflict
24 687 406 12.546 linearConflict
20 88 50 9.14 linearConflict
